CrashID,BikeAge,BikeAgeGrp,BikeAlcDrg,BikeAlcFlg,BikeDir,BikeInjury,BikePos,BikeRace,BikeSex,DrvrAge,DrvrAgeGrp,DrvrAlcDrg,DrvrAlcFlg,DrvrInjury,DrvrRace,DrvrSex,DrvrVehTyp
103163712,27,25-29,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,25,25-29,No,No,O: No Injury,White,Female,Passenger Car
103163801,43,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,17,0-19,No,No,O: No Injury,White,Male,Passenger Car
103164178,32,30-39,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,46,40-49,No,No,O: No Injury,Black,Male,Sport Utility
103164218,50,50-59,No,No,Not Applicable,B: Suspected Minor Injury,Non-Roadway,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Sport Utility
103164265,4,0-5,No,No,Not Applicable,O: No Injury,Driveway / Alley,Hispanic,Male,38,30-39,No,No,O: No Injury,Black,Female,Passenger Car
103164605,56,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Native American,Male,66,60-69,No,No,O: No Injury,White,Male,Pickup
103164636,64,60-69,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,47,40-49,No,No,O: No Injury,White,Female,Passenger Car
103165433,71,70+,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,20,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103165808,12,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,21,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103166214,21,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,35,30-39,No,No,O: No Injury,White,Male,Pickup
103166237,15,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,29,25-29,No,No,O: No Injury,White,Male,Sport Utility
103166509,69,60-69,No,No,Facing Traffic,B: Suspected Minor Injury,Multi-use Path,White,Female,33,30-39,No,No,O: No Injury,White,Female,Passenger Car
103167340,33,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,28,25-29,No,No,O: No Injury,White,Female,Passenger Car
103167475,32,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,42,40-49,No,No,O: No Injury,White,Female,Sport Utility
103167865,54,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,16,0-19,No,No,O: No Injury,White,Female,Passenger Car
103167866,53,50-59,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Female,27,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103167886,8,06-Oct,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Female,19,0-19,"Yes-Alcohol, impairment suspected",Yes,O: No Injury,Black,Male,Pickup
103167985,44,40-49,No,No,Not Applicable,C: Possible Injury,Driveway / Alley,Black,Male,58,50-59,No,No,O: No Injury,White,Male,Passenger Car
103168543,16,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,31,30-39,No,No,O: No Injury,White,Female,Passenger Car
103168560,13,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Female,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103169287,26,25-29,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,60,60-69,No,No,O: No Injury,White,Male,Van
103169668,21,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,57,50-59,No,No,O: No Injury,Black,Male,Pickup
103169844,54,50-59,No,No,With Traffic,Unknown Injury,Travel Lane,White,Male,44,40-49,No,No,Unknown Injury,White,Male,Van
103169903,18,16-19,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,68,60-69,No,No,O: No Injury,White,Female,Passenger Car
103170254,41,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,22,20-24,No,No,O: No Injury,White,Female,Passenger Car
103170340,51,50-59,"Yes-Alcohol, impairment suspected",Yes,Not Applicable,K: Killed,Unknown,Black,Female,53,50-59,No,No,O: No Injury,Black,Male,Pickup
103170707,44,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,53,50-59,No,No,O: No Injury,White,Male,"Light Truck (Mini-Van, Panel)"
103170996,20,20-24,No,No,Unknown,B: Suspected Minor Injury,Unknown,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103171162,21,20-24,No,No,Not Applicable,C: Possible Injury,Unknown,White,Male,43,40-49,No,No,O: No Injury,White,Female,Sport Utility
103171394,9,06-Oct,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,34,30-39,No,No,O: No Injury,White,Male,Passenger Car
103171443,14,15-Nov,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Male,36,30-39,No,No,O: No Injury,White,Male,Sport Utility
103171494,15,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,28,25-29,No,No,O: No Injury,White,Male,Passenger Car
103171595,52,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,70,70+,No,No,O: No Injury,White,Male,Passenger Car
103172157,50,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,71,70+,No,No,O: No Injury,White,Male,Pickup
103172163,60,60-69,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,47,40-49,No,No,O: No Injury,White,Male,Pickup
103172276,8,06-Oct,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,26,25-29,No,No,O: No Injury,Hispanic,Male,Passenger Car
103172370,48,40-49,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103172410,40,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,50,50-59,No,No,O: No Injury,Black,Female,Sport Utility
103172574,17,16-19,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,25,25-29,No,No,O: No Injury,Native American,Male,Pickup
103172807,999,Unknown,Missing,Missing,Facing Traffic,Unknown Injury,Unknown,Unknown/Missing,Unknown,35,30-39,No,No,O: No Injury,Black,Male,Sport Utility
103173056,28,25-29,No,No,Not Applicable,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Hispanic,Male,40,40-49,No,No,O: No Injury,Black,Female,Passenger Car
103173603,17,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,17,0-19,No,No,O: No Injury,Black,Male,Passenger Car
103174209,9,06-Oct,No,No,Facing Traffic,A: Suspected Serious Injury,Travel Lane,White,Female,41,40-49,No,No,O: No Injury,White,Male,Sport Utility
103175287,19,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,70,70+,No,No,O: No Injury,White,Male,Passenger Car
103175373,12,15-Nov,No,No,Not Applicable,C: Possible Injury,Driveway / Alley,White,Male,25,25-29,No,No,O: No Injury,White,Female,Van
103175446,75,70+,No,No,With Traffic,O: No Injury,Travel Lane,Black,Female,52,50-59,No,No,C: Possible Injury,White,Male,Passenger Car
103175753,13,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Female,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103176129,18,16-19,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,44,40-49,No,No,O: No Injury,White,Male,Motor Home/Recreational Vehicle
103176298,30,30-39,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,81,70+,No,No,O: No Injury,White,Female,Passenger Car
103176376,37,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,40,40-49,No,No,O: No Injury,White,Female,Passenger Car
103176517,34,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,36,30-39,No,No,O: No Injury,Black,Female,Passenger Car
103176670,48,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,33,30-39,No,No,O: No Injury,Hispanic,Male,Van
103176685,14,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,27,25-29,No,No,O: No Injury,White,Female,Passenger Car
103176797,10,06-Oct,No,No,Not Applicable,C: Possible Injury,Travel Lane,Black,Male,18,0-19,No,No,O: No Injury,Black,Female,Passenger Car
103177423,19,16-19,No,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103177432,21,20-24,No,No,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,30,30-39,No,No,O: No Injury,White,Female,Passenger Car
103177748,29,25-29,No,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Other,Male,30,30-39,No,No,O: No Injury,White,Female,Passenger Car
103177771,20,20-24,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Female,49,40-49,No,No,O: No Injury,Hispanic,Male,Pickup
103177924,17,16-19,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103178248,45,40-49,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,42,40-49,No,No,O: No Injury,White,Female,Passenger Car
103178254,23,20-24,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,28,25-29,No,No,O: No Injury,White,Female,Sport Utility
103178506,51,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103178905,40,40-49,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,20,20-24,No,No,O: No Injury,Black,Female,Passenger Car
103178988,26,25-29,No,No,Unknown,C: Possible Injury,Travel Lane,White,Female,25,25-29,No,No,O: No Injury,Hispanic,Female,Passenger Car
103179048,999,Unknown,Missing,Missing,With Traffic,Unknown Injury,Travel Lane,Unknown/Missing,Unknown,59,50-59,No,No,O: No Injury,White,Female,Passenger Car
103179201,6,06-Oct,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,Black,Male,50,50-59,"Yes-Alcohol, impairment detected",Yes,O: No Injury,Black,Female,Sport Utility
103179735,12,15-Nov,No,No,Unknown,C: Possible Injury,Travel Lane,Black,Male,48,40-49,No,No,O: No Injury,Hispanic,Female,Passenger Car
103179805,55,50-59,No,No,Not Applicable,B: Suspected Minor Injury,Non-Roadway,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103179892,41,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,23,20-24,No,No,O: No Injury,White,Female,Passenger Car
103180005,14,15-Nov,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,62,60-69,No,No,O: No Injury,White,Male,Pickup
103180188,32,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,23,20-24,No,No,O: No Injury,Black,Male,School Bus
103180289,20,20-24,No,No,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,18,0-19,No,No,O: No Injury,White,Female,Passenger Car
103180422,8,06-Oct,No,No,Facing Traffic,C: Possible Injury,Travel Lane,Unknown/Missing,Male,20,20-24,No,No,O: No Injury,White,Male,Passenger Car
103180561,28,25-29,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Unknown,Unknown,Unknown Injury,Unknown/Missing,Unknown,Passenger Car
103181005,41,40-49,"Yes-Alcohol, impairment detected",Yes,Facing Traffic,O: No Injury,Travel Lane,Black,Male,35,30-39,No,No,O: No Injury,Black,Male,Passenger Car
103181297,20,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,28,25-29,No,No,O: No Injury,White,Female,Passenger Car
103181304,37,30-39,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,63,60-69,No,No,O: No Injury,White,Male,Pickup
103181385,43,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103181476,43,40-49,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,62,60-69,No,No,O: No Injury,White,Female,Passenger Car
103182160,15,15-Nov,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,47,40-49,No,No,O: No Injury,White,Female,Pickup
103182194,21,20-24,No,No,Not Applicable,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103182501,13,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,34,30-39,No,No,O: No Injury,Black,Female,Passenger Car
103182682,19,16-19,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,44,40-49,No,No,B: Suspected Minor Injury,White,Male,Van
103182689,54,50-59,"Yes-Alcohol, impairment detected",Yes,Not Applicable,Unknown Injury,Non-Roadway,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103182692,17,16-19,No,No,With Traffic,O: No Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103183019,36,30-39,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Female,34,30-39,No,No,O: No Injury,White,Male,Passenger Car
103183026,21,20-24,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,63,60-69,No,No,O: No Injury,White,Female,Van
103183277,21,20-24,No,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,Male,33,30-39,No,No,O: No Injury,White,Male,Passenger Car
103184092,12,15-Nov,No,No,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Pickup
103184150,35,30-39,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,49,40-49,No,No,O: No Injury,White,Female,"Light Truck (Mini-Van, Panel)"
103184168,45,40-49,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,78,70+,No,No,O: No Injury,White,Female,Passenger Car
103184291,10,06-Oct,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,23,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103184517,23,20-24,No,No,Facing Traffic,B: Suspected Minor Injury,Travel Lane,Hispanic,Male,37,30-39,No,No,O: No Injury,White,Male,Pickup
103184632,52,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,49,40-49,No,No,O: No Injury,White,Female,Passenger Car
103184752,17,16-19,No,No,Facing Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,Hispanic,Male,38,30-39,No,No,O: No Injury,Hispanic,Female,Van
103184787,52,50-59,"Yes-Alcohol, impairment detected",Yes,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,26,25-29,No,No,O: No Injury,White,Female,Passenger Car
103184919,12,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,19,0-19,No,No,O: No Injury,White,Female,Passenger Car
103185319,35,30-39,No,No,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,39,30-39,No,No,O: No Injury,White,Female,Passenger Car
103185559,14,15-Nov,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,63,60-69,No,No,O: No Injury,Black,Male,Passenger Car
103185729,18,16-19,No,No,Not Applicable,B: Suspected Minor Injury,Travel Lane,White,Male,76,70+,No,No,C: Possible Injury,White,Male,Passenger Car
103185782,74,70+,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,51,50-59,No,No,O: No Injury,White,Male,Sport Utility
103186640,59,50-59,No,No,Unknown,C: Possible Injury,Unknown,Black,Male,29,25-29,Unknown,Unknown,Unknown Injury,Black,Male,Unknown
103186718,26,25-29,No,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,49,40-49,No,No,O: No Injury,White,Female,Passenger Car
103187140,12,15-Nov,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103187173,56,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,62,60-69,No,No,O: No Injury,White,Female,Passenger Car
103187189,18,16-19,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,47,40-49,"Yes-Alcohol, impairment detected",Yes,O: No Injury,White,Male,Passenger Car
103187336,12,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Male,19,0-19,No,No,O: No Injury,Black,Male,Passenger Car
103188041,49,40-49,No,No,With Traffic,C: Possible Injury,Unknown,Black,Male,23,20-24,No,No,O: No Injury,Black,Male,Passenger Car
103188387,24,20-24,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,19,0-19,No,No,O: No Injury,White,Female,Passenger Car
103188393,50,50-59,Unknown,Unknown,Facing Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,49,40-49,No,No,O: No Injury,White,Male,Pickup
103188432,23,20-24,No,No,Not Applicable,O: No Injury,Non-Roadway,Black,Male,34,30-39,No,No,O: No Injury,White,Male,Police
103188776,14,15-Nov,No,No,With Traffic,O: No Injury,Travel Lane,White,Male,40,40-49,No,No,O: No Injury,White,Female,Sport Utility
103188824,60,60-69,No,No,With Traffic,B: Suspected Minor Injury,Bike Lane / Paved Shoulder,White,Male,61,60-69,No,No,O: No Injury,White,Male,Van
103189053,11,15-Nov,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,Black,Female,23,20-24,No,No,C: Possible Injury,Hispanic,Male,Motorcycle
103189529,52,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,21,20-24,No,No,O: No Injury,White,Male,Passenger Car
103189780,60,60-69,No,No,With Traffic,K: Killed,Travel Lane,White,Male,51,50-59,No,No,O: No Injury,White,Male,"Single Unit Truck (2-Axle, 6-Tire)"
103189828,15,15-Nov,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,20,20-24,No,No,O: No Injury,Hispanic,Male,Passenger Car
103189927,59,50-59,No,No,With Traffic,B: Suspected Minor Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,23,20-24,No,No,O: No Injury,White,Male,Pickup
103190047,57,50-59,No,No,With Traffic,A: Suspected Serious Injury,Travel Lane,White,Male,47,40-49,No,No,O: No Injury,White,Male,Pickup
103190063,22,20-24,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
103190116,34,30-39,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,48,40-49,No,No,O: No Injury,White,Male,Truck/Trailer
103190459,52,50-59,No,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown Heavy Truck
103190501,20,20-24,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,33,30-39,No,No,O: No Injury,White,Male,Pickup
103191902,32,30-39,No,No,Facing Traffic,C: Possible Injury,Travel Lane,White,Female,47,40-49,No,No,O: No Injury,White,Female,Sport Utility
103191910,78,70+,No,No,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,22,20-24,No,No,O: No Injury,White,Female,Passenger Car
103192068,50,50-59,No,No,With Traffic,B: Suspected Minor Injury,Travel Lane,White,Male,63,60-69,No,No,O: No Injury,White,Female,Passenger Car
103192881,21,20-24,Unknown,Unknown,With Traffic,O: No Injury,Travel Lane,White,Male,29,25-29,No,No,O: No Injury,Black,Female,Passenger Car
103192955,22,20-24,No,No,With Traffic,Unknown Injury,Travel Lane,Black,Male,999,Unknown,Missing,Missing,Unknown Injury,Unknown/Missing,Unknown,Unknown
